free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
I called in October for a doctor s appointment and was told it was no longer possible that YEAR It s now End of February and I still have not been contacted for an appointment I found a way around the problem via a question over medication on patch system Once I had the appointment it was all good clear instructions re appointment on time doctor listened and problems were sorted Just the first hurdle to get appointment over the phone was impossible and the person on the phone was rude and unprofessional,negative,0.758400559,91.0,1.0,Appointment Availability,annoyance,0,-0.758400559
Took me weeks to get telephone appointment that they requested me to book even after going in to try reception saying nothing available because some doctors were on leave When I was given one the call was a couple of hours after given time felt rushed and would have preferred a follow up text just to recap what I had to do because was allot to take in and remember Not sure if this is possible but would be easier for some people like myself for example who are of a certain older age,negative,0.7394967079,94.0,1.0,Appointment Availability,confusion,0,-0.7394967079
Very frustrating and disappointing trying to get information for a referral Have waited over 3 weeks for a simple line to be added as GP only works 2 days a week My treatment is on hold and I am finding it very distressing as a result Will be changing practices,negative,0.9174342752,50.0,2.0,Waiting Time,disappointment,0,-0.9174342752
I have confidence in your reception staff who are always extremely helpful Unfortunately I never hear from my doctor whoever that may be and as an insulin dependent diabetic I need the confidence that my actual doctor realises how dependent I am as a patient I would be pleased to discuss my views with whomsoever is the correct person at the surgery,positive,0.4786329865,62.0,4.0,Reception Staff Interaction,approval,0,0.4786329865
Answer the phone and make it possible to see the same dr twice continuity of care is really important Seeing random doctors Every time is very very unhelpful No one ever follows anything up No one ever seems to care,negative,0.580038846,40.0,1.0,Follow-up and Continuity of Care,disappointment,0,-0.580038846
Sorry for vague answers since the move only once tried to get an appointment online and it was NONE AVAILABLE Not a happy feeling just didn t come That might have mattered enormously I understand that it is all completely impersonal now BUT I still feel catered for OBJECTIVELY and I feel that is absolutely ok and probably how it should have been for many many years I think there has been far too much molly coddling and pandering and it has led to a nation of emasculated people not just cared for but spoilt Thank you for asking my opinion I really appreciate it,negative,0.8526220918,105.0,4.0,Appointment Availability,gratitude,0,-0.8526220918
Difficult on occasions to get an appointment but I m happy with the medical service I ve experienced,positive,0.7774543166,16.0,4.0,Appointment Availability,joy,0,0.7774543166
You definitely need more people to work in the practice you always seem understaffed which means your coping with patients is impaired,negative,0.832388163,22.0,3.0,Staff Professionalism,neutral,0,-0.832388163
I live in Earls Court and was led to understand that the Well Being Centre there would provide access to making appointments and seeing doctor but this is very sketchy,negative,0.571306169,30.0,4.0,Appointment Availability,neutral,0,-0.571306169
Generally I don t have any complaints just the usual wait to get through when trying to book an appointment,neutral,0.5630854964,19.0,5.0,Waiting Time,neutral,0,0.5630854964
I lost trust and my confidence very low I now have extreme depression when just thinking of calling my GP I don t feel that I m listen to anymore its very confusing when doing consultation online I don t get all my repeat prescription I request I don t feel that I am human anymore as I always have to communicate with a system that is not picking up my request,negative,0.909686804,67.0,3.0,Prescriptions and Medication Management,confusion,0,-0.909686804
Is there a way to send an email to the reception or the GP My dental practice has it and seems make communications easier I needed to call in to have them take my name and then to set up an appoitment Is this the most efficient and effective way to handle all of the patients,neutral,0.6714308262,56.0,4.0,Accessibility and Convenience,curiosity,0,0.6714308262
Reception staff always very friendly and efficient GP care excellent,positive,0.9677684307,10.0,5.0,Reception Staff Interaction,admiration,0,0.9677684307
Everyone polite and friendly it is much appreciated,positive,0.9599888325,8.0,5.0,Patient Respect,admiration,0,0.9599888325
The doctors are all great in helping you with your problems and the staff are Very good in getting you a appointment as soon as possible,positive,0.9528603554,26.0,5.0,Appointment Availability,admiration,0,0.9528603554
I ve only ever got to see a nurse,neutral,0.7802605033,8.0,5.0,Reception Staff Interaction,neutral,0,0.7802605033
Iâ€™ve only ever got to see a nurse,neutral,0.6647565961,8.0,4.0,Reception Staff Interaction,neutral,0,0.6647565961
Iâ€™ve been a patient for 30 years and Iâ€™m very satisfied always have the service I received Thank you,positive,0.9792354703,19.0,5.0,Patient Respect,gratitude,0,0.9792354703
